experiment,weight_m,weight_n,mem_m,mem_n,rounding,overflow,acc,total_bits
weight_only,4.0,5.0,,,trunc,saturate,98.6,10
weight_only,4.0,5.0,,,trunc,wrap,98.62,10
weight_only,4.0,6.0,,,nearest,saturate,98.57,11
weight_only,4.0,6.0,,,nearest,wrap,98.48,11
weight_only,4.0,6.0,,,stochastic,saturate,98.47,11
weight_only,4.0,6.0,,,stochastic,wrap,98.51,11
weight_only,4.0,6.0,,,floor,saturate,97.71,11
weight_only,4.0,6.0,,,floor,wrap,97.69,11
weight_only,4.0,6.0,,,ceil,saturate,97.54,11
weight_only,4.0,6.0,,,ceil,wrap,97.5,11
weight_only,4.0,6.0,,,trunc,saturate,98.58,11
weight_only,4.0,6.0,,,trunc,wrap,98.53,11
weight_only,4.0,7.0,,,nearest,saturate,98.52,12
weight_only,4.0,7.0,,,nearest,wrap,98.57,12
weight_only,4.0,7.0,,,stochastic,saturate,98.52,12
weight_only,4.0,7.0,,,stochastic,wrap,98.55,12
weight_only,4.0,7.0,,,floor,saturate,98.56,12
weight_only,4.0,7.0,,,floor,wrap,98.5,12
weight_only,4.0,7.0,,,ceil,saturate,98.31,12
weight_only,4.0,7.0,,,ceil,wrap,98.31,12
weight_only,4.0,7.0,,,trunc,saturate,98.54,12
weight_only,4.0,7.0,,,trunc,wrap,98.54,12
weight_only,4.0,8.0,,,nearest,saturate,98.54,13
weight_only,4.0,8.0,,,nearest,wrap,98.48,13
weight_only,4.0,8.0,,,stochastic,saturate,98.51,13
weight_only,4.0,8.0,,,stochastic,wrap,98.58,13
weight_only,4.0,8.0,,,floor,saturate,98.57,13
weight_only,4.0,8.0,,,floor,wrap,98.61,13
weight_only,4.0,8.0,,,ceil,saturate,98.48,13
weight_only,4.0,8.0,,,ceil,wrap,98.43,13
weight_only,4.0,8.0,,,trunc,saturate,98.56,13
weight_only,4.0,8.0,,,trunc,wrap,98.53,13
weight_only,5.0,0.0,,,nearest,saturate,9.88,6
weight_only,5.0,0.0,,,nearest,wrap,9.85,6
weight_only,5.0,0.0,,,stochastic,saturate,10.01,6
weight_only,5.0,0.0,,,stochastic,wrap,9.83,6
weight_only,5.0,0.0,,,floor,saturate,9.8,6
weight_only,5.0,0.0,,,floor,wrap,9.8,6
weight_only,5.0,0.0,,,ceil,saturate,9.8,6
weight_only,5.0,0.0,,,ceil,wrap,9.8,6
weight_only,5.0,0.0,,,trunc,saturate,9.8,6
weight_only,5.0,0.0,,,trunc,wrap,9.8,6
weight_only,5.0,1.0,,,nearest,saturate,63.18,7
weight_only,5.0,1.0,,,nearest,wrap,63.59,7
weight_only,5.0,1.0,,,stochastic,saturate,9.97,7
weight_only,5.0,1.0,,,stochastic,wrap,13.83,7
weight_only,5.0,1.0,,,floor,saturate,9.8,7
weight_only,5.0,1.0,,,floor,wrap,9.8,7
weight_only,5.0,1.0,,,ceil,saturate,9.8,7
weight_only,5.0,1.0,,,ceil,wrap,9.8,7
weight_only,5.0,1.0,,,trunc,saturate,9.82,7
weight_only,5.0,1.0,,,trunc,wrap,9.77,7
weight_only,5.0,2.0,,,nearest,saturate,97.84,8
weight_only,5.0,2.0,,,nearest,wrap,97.91,8
weight_only,5.0,2.0,,,stochastic,saturate,10.4,8
weight_only,5.0,2.0,,,stochastic,wrap,11.01,8
weight_only,5.0,2.0,,,floor,saturate,9.8,8
weight_only,5.0,2.0,,,floor,wrap,9.8,8
weight_only,5.0,2.0,,,ceil,saturate,9.8,8
weight_only,5.0,2.0,,,ceil,wrap,9.8,8
weight_only,5.0,2.0,,,trunc,saturate,45.19,8
weight_only,5.0,2.0,,,trunc,wrap,44.84,8
weight_only,5.0,3.0,,,nearest,saturate,98.33,9
weight_only,5.0,3.0,,,nearest,wrap,98.25,9
weight_only,5.0,3.0,,,stochastic,saturate,43.36,9
weight_only,5.0,3.0,,,stochastic,wrap,39.63,9
weight_only,5.0,3.0,,,floor,saturate,9.74,9
weight_only,5.0,3.0,,,floor,wrap,9.74,9
weight_only,5.0,3.0,,,ceil,saturate,20.09,9
weight_only,5.0,3.0,,,ceil,wrap,20.14,9
weight_only,5.0,3.0,,,trunc,saturate,96.87,9
weight_only,5.0,3.0,,,trunc,wrap,96.94,9
weight_only,5.0,4.0,,,nearest,saturate,98.47,10
weight_only,5.0,4.0,,,nearest,wrap,98.47,10
weight_only,5.0,4.0,,,stochastic,saturate,91.61,10
weight_only,5.0,4.0,,,stochastic,wrap,91.04,10
weight_only,5.0,4.0,,,floor,saturate,27.63,10
weight_only,5.0,4.0,,,floor,wrap,27.57,10
weight_only,5.0,4.0,,,ceil,saturate,33.04,10
weight_only,5.0,4.0,,,ceil,wrap,33.2,10
weight_only,5.0,4.0,,,trunc,saturate,98.48,10
weight_only,5.0,4.0,,,trunc,wrap,98.41,10
weight_only,5.0,5.0,,,nearest,saturate,98.55,11
weight_only,5.0,5.0,,,nearest,wrap,98.54,11
weight_only,5.0,5.0,,,stochastic,saturate,97.76,11
weight_only,5.0,5.0,,,stochastic,wrap,97.86,11
weight_only,5.0,5.0,,,floor,saturate,88.49,11
weight_only,5.0,5.0,,,floor,wrap,88.66,11
weight_only,5.0,5.0,,,ceil,saturate,87.27,11
weight_only,5.0,5.0,,,ceil,wrap,86.97,11
weight_only,5.0,5.0,,,trunc,saturate,98.59,11
weight_only,5.0,5.0,,,trunc,wrap,98.65,11
weight_only,5.0,6.0,,,nearest,saturate,98.49,12
weight_only,5.0,6.0,,,nearest,wrap,98.46,12
weight_only,5.0,6.0,,,stochastic,saturate,98.44,12
weight_only,5.0,6.0,,,stochastic,wrap,98.58,12
weight_only,5.0,6.0,,,floor,saturate,97.72,12
weight_only,5.0,6.0,,,floor,wrap,97.68,12
weight_only,5.0,6.0,,,ceil,saturate,97.63,12
weight_only,5.0,6.0,,,ceil,wrap,97.59,12
weight_only,5.0,6.0,,,trunc,saturate,98.59,12
weight_only,5.0,6.0,,,trunc,wrap,98.57,12
weight_only,5.0,7.0,,,nearest,saturate,98.53,13
weight_only,5.0,7.0,,,nearest,wrap,98.55,13
weight_only,5.0,7.0,,,stochastic,saturate,98.56,13
weight_only,5.0,7.0,,,stochastic,wrap,98.46,13
weight_only,5.0,7.0,,,floor,saturate,98.62,13
weight_only,5.0,7.0,,,floor,wrap,98.57,13
weight_only,5.0,7.0,,,ceil,saturate,98.37,13
weight_only,5.0,7.0,,,ceil,wrap,98.32,13
weight_only,5.0,7.0,,,trunc,saturate,98.53,13
weight_only,5.0,7.0,,,trunc,wrap,98.5,13
weight_only,5.0,8.0,,,nearest,saturate,98.57,14
weight_only,5.0,8.0,,,nearest,wrap,98.5,14
weight_only,5.0,8.0,,,stochastic,saturate,98.6,14
weight_only,5.0,8.0,,,stochastic,wrap,98.53,14
weight_only,5.0,8.0,,,floor,saturate,98.58,14
weight_only,5.0,8.0,,,floor,wrap,98.65,14
weight_only,5.0,8.0,,,ceil,saturate,98.44,14
weight_only,5.0,8.0,,,ceil,wrap,98.47,14
weight_only,5.0,8.0,,,trunc,saturate,98.49,14
weight_only,5.0,8.0,,,trunc,wrap,98.61,14
both,0.0,0.0,0.0,0.0,nearest,saturate,9.8,1
both,0.0,0.0,0.0,0.0,nearest,wrap,9.8,1
both,0.0,0.0,0.0,0.0,stochastic,saturate,9.8,1
both,0.0,0.0,0.0,0.0,stochastic,wrap,9.8,1
both,0.0,0.0,0.0,0.0,floor,saturate,9.8,1
both,0.0,0.0,0.0,0.0,floor,wrap,9.8,1
both,0.0,0.0,0.0,0.0,ceil,saturate,9.8,1
both,0.0,0.0,0.0,0.0,ceil,wrap,9.8,1
both,0.0,0.0,0.0,0.0,trunc,saturate,9.8,1
both,0.0,0.0,0.0,0.0,trunc,wrap,9.8,1
both,0.0,1.0,0.0,1.0,nearest,saturate,9.8,2
both,0.0,1.0,0.0,1.0,nearest,wrap,9.8,2
both,0.0,1.0,0.0,1.0,stochastic,saturate,9.8,2
both,0.0,1.0,0.0,1.0,stochastic,wrap,9.8,2
both,0.0,1.0,0.0,1.0,floor,saturate,9.8,2
both,0.0,1.0,0.0,1.0,floor,wrap,9.8,2
both,0.0,1.0,0.0,1.0,ceil,saturate,9.8,2
both,0.0,1.0,0.0,1.0,ceil,wrap,9.8,2
both,0.0,1.0,0.0,1.0,trunc,saturate,9.8,2
both,0.0,1.0,0.0,1.0,trunc,wrap,9.8,2
both,0.0,2.0,0.0,2.0,nearest,saturate,97.81,3
both,0.0,2.0,0.0,2.0,nearest,wrap,10.06,3
both,0.0,2.0,0.0,2.0,stochastic,saturate,10.51,3
both,0.0,2.0,0.0,2.0,stochastic,wrap,10.24,3
both,0.0,2.0,0.0,2.0,floor,saturate,9.8,3
both,0.0,2.0,0.0,2.0,floor,wrap,10.15,3
both,0.0,2.0,0.0,2.0,ceil,saturate,9.8,3
both,0.0,2.0,0.0,2.0,ceil,wrap,9.94,3
both,0.0,2.0,0.0,2.0,trunc,saturate,24.67,3
both,0.0,2.0,0.0,2.0,trunc,wrap,9.76,3
both,0.0,3.0,0.0,3.0,nearest,saturate,98.27,4
both,0.0,3.0,0.0,3.0,nearest,wrap,9.56,4
both,0.0,3.0,0.0,3.0,stochastic,saturate,36.66,4
both,0.0,3.0,0.0,3.0,stochastic,wrap,9.83,4
both,0.0,3.0,0.0,3.0,floor,saturate,9.82,4
both,0.0,3.0,0.0,3.0,floor,wrap,10.6,4
both,0.0,3.0,0.0,3.0,ceil,saturate,20.13,4
both,0.0,3.0,0.0,3.0,ceil,wrap,9.46,4
both,0.0,3.0,0.0,3.0,trunc,saturate,96.03,4
both,0.0,3.0,0.0,3.0,trunc,wrap,9.79,4
both,0.0,4.0,0.0,4.0,nearest,saturate,98.47,5
both,0.0,4.0,0.0,4.0,nearest,wrap,10.18,5
both,0.0,4.0,0.0,4.0,stochastic,saturate,91.26,5
both,0.0,4.0,0.0,4.0,stochastic,wrap,9.98,5
both,0.0,4.0,0.0,4.0,floor,saturate,24.07,5
both,0.0,4.0,0.0,4.0,floor,wrap,9.95,5
both,0.0,4.0,0.0,4.0,ceil,saturate,33.05,5
both,0.0,4.0,0.0,4.0,ceil,wrap,9.67,5
both,0.0,4.0,0.0,4.0,trunc,saturate,98.4,5
both,0.0,4.0,0.0,4.0,trunc,wrap,9.95,5
both,0.0,5.0,0.0,5.0,nearest,saturate,98.55,6
both,0.0,5.0,0.0,5.0,nearest,wrap,10.19,6
both,0.0,5.0,0.0,5.0,stochastic,saturate,97.63,6
both,0.0,5.0,0.0,5.0,stochastic,wrap,10.04,6
both,0.0,5.0,0.0,5.0,floor,saturate,87.61,6
both,0.0,5.0,0.0,5.0,floor,wrap,10.13,6
both,0.0,5.0,0.0,5.0,ceil,saturate,87.3,6
both,0.0,5.0,0.0,5.0,ceil,wrap,9.5,6
both,0.0,5.0,0.0,5.0,trunc,saturate,98.61,6
both,0.0,5.0,0.0,5.0,trunc,wrap,10.29,6
both,0.0,6.0,0.0,6.0,nearest,saturate,98.52,7
both,0.0,6.0,0.0,6.0,nearest,wrap,10.52,7
both,0.0,6.0,0.0,6.0,stochastic,saturate,98.45,7
both,0.0,6.0,0.0,6.0,stochastic,wrap,10.76,7
both,0.0,6.0,0.0,6.0,floor,saturate,97.74,7
both,0.0,6.0,0.0,6.0,floor,wrap,10.12,7
both,0.0,6.0,0.0,6.0,ceil,saturate,97.48,7
both,0.0,6.0,0.0,6.0,ceil,wrap,9.53,7
both,0.0,6.0,0.0,6.0,trunc,saturate,98.55,7
both,0.0,6.0,0.0,6.0,trunc,wrap,10.21,7
both,0.0,7.0,0.0,7.0,nearest,saturate,98.56,8
both,0.0,7.0,0.0,7.0,nearest,wrap,9.72,8
both,0.0,7.0,0.0,7.0,stochastic,saturate,98.55,8
both,0.0,7.0,0.0,7.0,stochastic,wrap,9.76,8
both,0.0,7.0,0.0,7.0,floor,saturate,98.52,8
both,0.0,7.0,0.0,7.0,floor,wrap,9.9,8
both,0.0,7.0,0.0,7.0,ceil,saturate,98.25,8
both,0.0,7.0,0.0,7.0,ceil,wrap,9.4,8
both,0.0,7.0,0.0,7.0,trunc,saturate,98.54,8
both,0.0,7.0,0.0,7.0,trunc,wrap,9.73,8
both,0.0,8.0,0.0,8.0,nearest,saturate,98.55,9
both,0.0,8.0,0.0,8.0,nearest,wrap,10.24,9
both,0.0,8.0,0.0,8.0,stochastic,saturate,98.52,9
both,0.0,8.0,0.0,8.0,stochastic,wrap,10.07,9
both,0.0,8.0,0.0,8.0,floor,saturate,98.54,9
both,0.0,8.0,0.0,8.0,floor,wrap,10.24,9
both,0.0,8.0,0.0,8.0,ceil,saturate,98.49,9
both,0.0,8.0,0.0,8.0,ceil,wrap,10.15,9
both,0.0,8.0,0.0,8.0,trunc,saturate,98.59,9
both,0.0,8.0,0.0,8.0,trunc,wrap,10.21,9
both,1.0,0.0,1.0,0.0,nearest,saturate,9.85,2
both,1.0,0.0,1.0,0.0,nearest,wrap,9.08,2
both,1.0,0.0,1.0,0.0,stochastic,saturate,8.97,2
both,1.0,0.0,1.0,0.0,stochastic,wrap,10.08,2
both,1.0,0.0,1.0,0.0,floor,saturate,9.8,2
both,1.0,0.0,1.0,0.0,floor,wrap,9.64,2
both,1.0,0.0,1.0,0.0,ceil,saturate,9.8,2
both,1.0,0.0,1.0,0.0,ceil,wrap,9.66,2
both,1.0,0.0,1.0,0.0,trunc,saturate,9.8,2
both,1.0,0.0,1.0,0.0,trunc,wrap,9.8,2
both,1.0,1.0,1.0,1.0,nearest,saturate,52.52,3
both,1.0,1.0,1.0,1.0,nearest,wrap,10.13,3
both,1.0,1.0,1.0,1.0,stochastic,saturate,9.9,3
both,1.0,1.0,1.0,1.0,stochastic,wrap,9.9,3
both,1.0,1.0,1.0,1.0,floor,saturate,9.8,3
both,1.0,1.0,1.0,1.0,floor,wrap,10.67,3
both,1.0,1.0,1.0,1.0,ceil,saturate,9.8,3
both,1.0,1.0,1.0,1.0,ceil,wrap,9.63,3
both,1.0,1.0,1.0,1.0,trunc,saturate,9.8,3
both,1.0,1.0,1.0,1.0,trunc,wrap,10.6,3
both,1.0,2.0,1.0,2.0,nearest,saturate,97.78,4
both,1.0,2.0,1.0,2.0,nearest,wrap,10.08,4
both,1.0,2.0,1.0,2.0,stochastic,saturate,12.34,4
both,1.0,2.0,1.0,2.0,stochastic,wrap,10.24,4
both,1.0,2.0,1.0,2.0,floor,saturate,9.8,4
both,1.0,2.0,1.0,2.0,floor,wrap,9.9,4
both,1.0,2.0,1.0,2.0,ceil,saturate,9.8,4
both,1.0,2.0,1.0,2.0,ceil,wrap,9.89,4
both,1.0,2.0,1.0,2.0,trunc,saturate,24.57,4
both,1.0,2.0,1.0,2.0,trunc,wrap,9.03,4
both,1.0,3.0,1.0,3.0,nearest,saturate,98.32,5
both,1.0,3.0,1.0,3.0,nearest,wrap,9.71,5
both,1.0,3.0,1.0,3.0,stochastic,saturate,37.26,5
both,1.0,3.0,1.0,3.0,stochastic,wrap,10.59,5
both,1.0,3.0,1.0,3.0,floor,saturate,9.82,5
both,1.0,3.0,1.0,3.0,floor,wrap,9.54,5
both,1.0,3.0,1.0,3.0,ceil,saturate,20.13,5
both,1.0,3.0,1.0,3.0,ceil,wrap,10.42,5
both,1.0,3.0,1.0,3.0,trunc,saturate,95.92,5
both,1.0,3.0,1.0,3.0,trunc,wrap,8.91,5
both,1.0,4.0,1.0,4.0,nearest,saturate,98.56,6
both,1.0,4.0,1.0,4.0,nearest,wrap,10.15,6
both,1.0,4.0,1.0,4.0,stochastic,saturate,89.94,6
both,1.0,4.0,1.0,4.0,stochastic,wrap,9.95,6
both,1.0,4.0,1.0,4.0,floor,saturate,24.34,6
both,1.0,4.0,1.0,4.0,floor,wrap,10.03,6
both,1.0,4.0,1.0,4.0,ceil,saturate,33.19,6
both,1.0,4.0,1.0,4.0,ceil,wrap,9.94,6
both,1.0,4.0,1.0,4.0,trunc,saturate,98.4,6
both,1.0,4.0,1.0,4.0,trunc,wrap,10.14,6
both,1.0,5.0,1.0,5.0,nearest,saturate,98.51,7
both,1.0,5.0,1.0,5.0,nearest,wrap,10.5,7
both,1.0,5.0,1.0,5.0,stochastic,saturate,97.62,7
both,1.0,5.0,1.0,5.0,stochastic,wrap,10.04,7
both,1.0,5.0,1.0,5.0,floor,saturate,87.59,7
both,1.0,5.0,1.0,5.0,floor,wrap,10.56,7
both,1.0,5.0,1.0,5.0,ceil,saturate,87.34,7
both,1.0,5.0,1.0,5.0,ceil,wrap,9.41,7
both,1.0,5.0,1.0,5.0,trunc,saturate,98.5,7
both,1.0,5.0,1.0,5.0,trunc,wrap,9.97,7
both,1.0,6.0,1.0,6.0,nearest,saturate,98.58,8
both,1.0,6.0,1.0,6.0,nearest,wrap,10.32,8
both,1.0,6.0,1.0,6.0,stochastic,saturate,98.51,8
both,1.0,6.0,1.0,6.0,stochastic,wrap,9.93,8
both,1.0,6.0,1.0,6.0,floor,saturate,97.68,8
both,1.0,6.0,1.0,6.0,floor,wrap,10.07,8
both,1.0,6.0,1.0,6.0,ceil,saturate,97.53,8
both,1.0,6.0,1.0,6.0,ceil,wrap,9.81,8
both,1.0,6.0,1.0,6.0,trunc,saturate,98.56,8
both,1.0,6.0,1.0,6.0,trunc,wrap,9.91,8
both,1.0,7.0,1.0,7.0,nearest,saturate,98.46,9
both,1.0,7.0,1.0,7.0,nearest,wrap,9.89,9
both,1.0,7.0,1.0,7.0,stochastic,saturate,98.52,9
both,1.0,7.0,1.0,7.0,stochastic,wrap,9.66,9
both,1.0,7.0,1.0,7.0,floor,saturate,98.5,9
both,1.0,7.0,1.0,7.0,floor,wrap,9.46,9
both,1.0,7.0,1.0,7.0,ceil,saturate,98.3,9
both,1.0,7.0,1.0,7.0,ceil,wrap,9.85,9
both,1.0,7.0,1.0,7.0,trunc,saturate,98.5,9
both,1.0,7.0,1.0,7.0,trunc,wrap,9.9,9
both,1.0,8.0,1.0,8.0,nearest,saturate,98.53,10
both,1.0,8.0,1.0,8.0,nearest,wrap,10.56,10
both,1.0,8.0,1.0,8.0,stochastic,saturate,98.54,10
both,1.0,8.0,1.0,8.0,stochastic,wrap,10.28,10
both,1.0,8.0,1.0,8.0,floor,saturate,98.6,10
both,1.0,8.0,1.0,8.0,floor,wrap,10.07,10
both,1.0,8.0,1.0,8.0,ceil,saturate,98.39,10
both,1.0,8.0,1.0,8.0,ceil,wrap,10.64,10
both,1.0,8.0,1.0,8.0,trunc,saturate,98.5,10
both,1.0,8.0,1.0,8.0,trunc,wrap,9.8,10
both,2.0,0.0,2.0,0.0,nearest,saturate,9.82,3
both,2.0,0.0,2.0,0.0,nearest,wrap,8.02,3
both,2.0,0.0,2.0,0.0,stochastic,saturate,8.92,3
both,2.0,0.0,2.0,0.0,stochastic,wrap,10.22,3
both,2.0,0.0,2.0,0.0,floor,saturate,9.8,3
both,2.0,0.0,2.0,0.0,floor,wrap,9.9,3
both,2.0,0.0,2.0,0.0,ceil,saturate,9.8,3
both,2.0,0.0,2.0,0.0,ceil,wrap,9.97,3
both,2.0,0.0,2.0,0.0,trunc,saturate,9.8,3
both,2.0,0.0,2.0,0.0,trunc,wrap,9.8,3
both,2.0,1.0,2.0,1.0,nearest,saturate,52.57,4
both,2.0,1.0,2.0,1.0,nearest,wrap,8.91,4
both,2.0,1.0,2.0,1.0,stochastic,saturate,9.9,4
both,2.0,1.0,2.0,1.0,stochastic,wrap,9.6,4
both,2.0,1.0,2.0,1.0,floor,saturate,9.8,4
both,2.0,1.0,2.0,1.0,floor,wrap,10.31,4
both,2.0,1.0,2.0,1.0,ceil,saturate,9.8,4
both,2.0,1.0,2.0,1.0,ceil,wrap,9.41,4
both,2.0,1.0,2.0,1.0,trunc,saturate,9.8,4
both,2.0,1.0,2.0,1.0,trunc,wrap,9.27,4
both,2.0,2.0,2.0,2.0,nearest,saturate,97.8,5
both,2.0,2.0,2.0,2.0,nearest,wrap,10.16,5
both,2.0,2.0,2.0,2.0,stochastic,saturate,9.94,5
both,2.0,2.0,2.0,2.0,stochastic,wrap,9.13,5
both,2.0,2.0,2.0,2.0,floor,saturate,9.8,5
both,2.0,2.0,2.0,2.0,floor,wrap,9.6,5
both,2.0,2.0,2.0,2.0,ceil,saturate,9.8,5
both,2.0,2.0,2.0,2.0,ceil,wrap,8.57,5
both,2.0,2.0,2.0,2.0,trunc,saturate,24.38,5
both,2.0,2.0,2.0,2.0,trunc,wrap,12.63,5
both,2.0,3.0,2.0,3.0,nearest,saturate,98.35,6
both,2.0,3.0,2.0,3.0,nearest,wrap,8.94,6
both,2.0,3.0,2.0,3.0,stochastic,saturate,40.98,6
both,2.0,3.0,2.0,3.0,stochastic,wrap,8.87,6
both,2.0,3.0,2.0,3.0,floor,saturate,9.81,6
both,2.0,3.0,2.0,3.0,floor,wrap,6.97,6
both,2.0,3.0,2.0,3.0,ceil,saturate,20.03,6
both,2.0,3.0,2.0,3.0,ceil,wrap,7.82,6
both,2.0,3.0,2.0,3.0,trunc,saturate,95.88,6
both,2.0,3.0,2.0,3.0,trunc,wrap,11.65,6
both,2.0,4.0,2.0,4.0,nearest,saturate,98.48,7
both,2.0,4.0,2.0,4.0,nearest,wrap,9.99,7
both,2.0,4.0,2.0,4.0,stochastic,saturate,89.9,7
both,2.0,4.0,2.0,4.0,stochastic,wrap,7.2,7
both,2.0,4.0,2.0,4.0,floor,saturate,23.88,7
both,2.0,4.0,2.0,4.0,floor,wrap,6.78,7
both,2.0,4.0,2.0,4.0,ceil,saturate,33.18,7
both,2.0,4.0,2.0,4.0,ceil,wrap,6.86,7
both,2.0,4.0,2.0,4.0,trunc,saturate,98.43,7
both,2.0,4.0,2.0,4.0,trunc,wrap,10.06,7
both,2.0,5.0,2.0,5.0,nearest,saturate,98.55,8
both,2.0,5.0,2.0,5.0,nearest,wrap,9.58,8
both,2.0,5.0,2.0,5.0,stochastic,saturate,97.82,8
both,2.0,5.0,2.0,5.0,stochastic,wrap,8.11,8
both,2.0,5.0,2.0,5.0,floor,saturate,88.01,8
both,2.0,5.0,2.0,5.0,floor,wrap,6.42,8
both,2.0,5.0,2.0,5.0,ceil,saturate,86.99,8
both,2.0,5.0,2.0,5.0,ceil,wrap,7.51,8
both,2.0,5.0,2.0,5.0,trunc,saturate,98.61,8
both,2.0,5.0,2.0,5.0,trunc,wrap,9.67,8
both,2.0,6.0,2.0,6.0,nearest,saturate,98.49,9
both,2.0,6.0,2.0,6.0,nearest,wrap,9.04,9
both,2.0,6.0,2.0,6.0,stochastic,saturate,98.49,9
both,2.0,6.0,2.0,6.0,stochastic,wrap,8.16,9
both,2.0,6.0,2.0,6.0,floor,saturate,97.65,9
both,2.0,6.0,2.0,6.0,floor,wrap,7.9,9
both,2.0,6.0,2.0,6.0,ceil,saturate,97.51,9
both,2.0,6.0,2.0,6.0,ceil,wrap,7.92,9
both,2.0,6.0,2.0,6.0,trunc,saturate,98.56,9
both,2.0,6.0,2.0,6.0,trunc,wrap,9.45,9
both,2.0,7.0,2.0,7.0,nearest,saturate,98.54,10
both,2.0,7.0,2.0,7.0,nearest,wrap,9.19,10
both,2.0,7.0,2.0,7.0,stochastic,saturate,98.49,10
both,2.0,7.0,2.0,7.0,stochastic,wrap,9.09,10
both,2.0,7.0,2.0,7.0,floor,saturate,98.41,10
both,2.0,7.0,2.0,7.0,floor,wrap,8.28,10
both,2.0,7.0,2.0,7.0,ceil,saturate,98.33,10
both,2.0,7.0,2.0,7.0,ceil,wrap,8.61,10
both,2.0,7.0,2.0,7.0,trunc,saturate,98.62,10
both,2.0,7.0,2.0,7.0,trunc,wrap,9.0,10
both,2.0,8.0,2.0,8.0,nearest,saturate,98.46,11
both,2.0,8.0,2.0,8.0,nearest,wrap,9.08,11
both,2.0,8.0,2.0,8.0,stochastic,saturate,98.56,11
both,2.0,8.0,2.0,8.0,stochastic,wrap,9.03,11
both,2.0,8.0,2.0,8.0,floor,saturate,98.53,11
both,2.0,8.0,2.0,8.0,floor,wrap,8.95,11
both,2.0,8.0,2.0,8.0,ceil,saturate,98.49,11
both,2.0,8.0,2.0,8.0,ceil,wrap,9.53,11
both,2.0,8.0,2.0,8.0,trunc,saturate,98.57,11
both,2.0,8.0,2.0,8.0,trunc,wrap,9.48,11
both,3.0,0.0,3.0,0.0,nearest,saturate,9.85,4
both,3.0,0.0,3.0,0.0,nearest,wrap,10.79,4
both,3.0,0.0,3.0,0.0,stochastic,saturate,9.66,4
both,3.0,0.0,3.0,0.0,stochastic,wrap,9.87,4
both,3.0,0.0,3.0,0.0,floor,saturate,9.8,4
both,3.0,0.0,3.0,0.0,floor,wrap,9.86,4
both,3.0,0.0,3.0,0.0,ceil,saturate,9.8,4
both,3.0,0.0,3.0,0.0,ceil,wrap,9.54,4
both,3.0,0.0,3.0,0.0,trunc,saturate,9.8,4
both,3.0,0.0,3.0,0.0,trunc,wrap,9.8,4
both,3.0,1.0,3.0,1.0,nearest,saturate,52.65,5
both,3.0,1.0,3.0,1.0,nearest,wrap,28.56,5
both,3.0,1.0,3.0,1.0,stochastic,saturate,10.52,5
both,3.0,1.0,3.0,1.0,stochastic,wrap,7.46,5
both,3.0,1.0,3.0,1.0,floor,saturate,9.8,5
both,3.0,1.0,3.0,1.0,floor,wrap,11.83,5
both,3.0,1.0,3.0,1.0,ceil,saturate,9.8,5
both,3.0,1.0,3.0,1.0,ceil,wrap,13.67,5
both,3.0,1.0,3.0,1.0,trunc,saturate,9.8,5
both,3.0,1.0,3.0,1.0,trunc,wrap,9.8,5
both,3.0,2.0,3.0,2.0,nearest,saturate,97.82,6
both,3.0,2.0,3.0,2.0,nearest,wrap,57.55,6
both,3.0,2.0,3.0,2.0,stochastic,saturate,10.11,6
both,3.0,2.0,3.0,2.0,stochastic,wrap,4.82,6
both,3.0,2.0,3.0,2.0,floor,saturate,9.8,6
both,3.0,2.0,3.0,2.0,floor,wrap,12.54,6
both,3.0,2.0,3.0,2.0,ceil,saturate,9.8,6
both,3.0,2.0,3.0,2.0,ceil,wrap,14.89,6
both,3.0,2.0,3.0,2.0,trunc,saturate,24.7,6
both,3.0,2.0,3.0,2.0,trunc,wrap,23.87,6
both,3.0,3.0,3.0,3.0,nearest,saturate,98.29,7
both,3.0,3.0,3.0,3.0,nearest,wrap,62.93,7
both,3.0,3.0,3.0,3.0,stochastic,saturate,38.7,7
both,3.0,3.0,3.0,3.0,stochastic,wrap,7.17,7
both,3.0,3.0,3.0,3.0,floor,saturate,9.82,7
both,3.0,3.0,3.0,3.0,floor,wrap,5.09,7
both,3.0,3.0,3.0,3.0,ceil,saturate,20.15,7
both,3.0,3.0,3.0,3.0,ceil,wrap,5.58,7
both,3.0,3.0,3.0,3.0,trunc,saturate,95.82,7
both,3.0,3.0,3.0,3.0,trunc,wrap,82.85,7
both,3.0,4.0,3.0,4.0,nearest,saturate,98.55,8
both,3.0,4.0,3.0,4.0,nearest,wrap,64.41,8
both,3.0,4.0,3.0,4.0,stochastic,saturate,89.27,8
both,3.0,4.0,3.0,4.0,stochastic,wrap,17.87,8
both,3.0,4.0,3.0,4.0,floor,saturate,24.23,8
both,3.0,4.0,3.0,4.0,floor,wrap,7.18,8
both,3.0,4.0,3.0,4.0,ceil,saturate,33.07,8
both,3.0,4.0,3.0,4.0,ceil,wrap,22.95,8
both,3.0,4.0,3.0,4.0,trunc,saturate,98.44,8
both,3.0,4.0,3.0,4.0,trunc,wrap,78.26,8
both,3.0,5.0,3.0,5.0,nearest,saturate,98.48,9
both,3.0,5.0,3.0,5.0,nearest,wrap,62.4,9
both,3.0,5.0,3.0,5.0,stochastic,saturate,97.72,9
both,3.0,5.0,3.0,5.0,stochastic,wrap,36.78,9
both,3.0,5.0,3.0,5.0,floor,saturate,87.55,9
